"LINEAGE","count","total","collection_date","collection_date_num","prop"
"Gamma",0,1508,2021-09-30,18900,0
"Gamma",0,1583,2021-10-07,18907,0
"Gamma",0,1770,2021-10-14,18914,0
"Gamma",0,2144,2021-10-21,18921,0
"Gamma",0,1787,2021-10-28,18928,0
"Gamma",0,1403,2021-11-04,18935,0
"Gamma",0,1834,2021-11-11,18942,0
"Gamma",0,2184,2021-11-18,18949,0
"Gamma",0,1636,2021-11-25,18956,0
"Gamma",1,1764,2021-12-02,18963,0.000566893424036281
"Gamma",0,2366,2021-12-09,18970,0
"Gamma",0,1949,2021-12-16,18977,0
"Gamma",0,1382,2021-12-23,18984,0
"Gamma",0,1895,2021-12-30,18991,0
"Gamma",0,2195,2022-01-06,18998,0
"Gamma",0,2312,2022-01-13,19005,0
"Gamma",0,2285,2022-01-20,19012,0
"Gamma",0,2161,2022-01-27,19019,0
"Gamma",0,2197,2022-02-03,19026,0
"Gamma",0,1851,2022-02-10,19033,0
"Gamma",0,1679,2022-02-17,19040,0
"Gamma",0,1544,2022-02-24,19047,0
"Gamma",0,1394,2022-03-03,19054,0
"Gamma",0,1671,2022-03-10,19061,0
"Gamma",0,1493,2022-03-17,19068,0
"Gamma",0,1416,2022-03-24,19075,0
"Gamma",0,1742,2022-03-31,19082,0
"Gamma",0,1320,2022-04-07,19089,0
"Gamma",0,1463,2022-04-14,19096,0
"Gamma",0,1152,2022-04-21,19103,0
"Gamma",0,1137,2022-04-28,19110,0
"Gamma",0,839,2022-05-05,19117,0
"Gamma",0,95,2022-05-12,19124,0
"Delta",0,2,2020-02-06,18298,0
"Delta",0,1,2020-02-13,18305,0
"Delta",0,7,2020-02-27,18319,0
"Delta",0,104,2020-03-05,18326,0
"Delta",0,54,2020-03-12,18333,0
"Delta",0,113,2020-03-19,18340,0
"Delta",0,279,2020-03-26,18347,0
"Delta",0,185,2020-04-02,18354,0
"Delta",0,186,2020-04-09,18361,0
"Delta",0,119,2020-04-16,18368,0
"Delta",0,39,2020-04-23,18375,0
"Delta",0,66,2020-04-30,18382,0
"Delta",0,60,2020-05-07,18389,0
"Delta",0,44,2020-05-14,18396,0
"Delta",0,21,2020-05-21,18403,0
"Delta",0,6,2020-05-28,18410,0
"Delta",0,8,2020-06-04,18417,0
"Delta",0,7,2020-06-11,18424,0
"Delta",0,31,2020-06-18,18431,0
"Delta",0,11,2020-06-25,18438,0
"Delta",0,28,2020-07-02,18445,0
"Delta",0,19,2020-07-09,18452,0
"Delta",0,20,2020-07-16,18459,0
"Delta",0,65,2020-07-23,18466,0
"Delta",0,82,2020-07-30,18473,0
"Delta",0,97,2020-08-06,18480,0
"Delta",0,33,2020-08-13,18487,0
"Delta",0,29,2020-08-20,18494,0
"Delta",0,25,2020-08-27,18501,0
"Delta",0,34,2020-09-03,18508,0
"Delta",0,54,2020-09-10,18515,0
"Delta",0,145,2020-09-17,18522,0
"Delta",0,101,2020-09-24,18529,0
"Delta",0,18,2020-10-01,18536,0
"Delta",0,112,2020-10-08,18543,0
"Delta",0,103,2020-10-15,18550,0
"Delta",0,246,2020-10-22,18557,0
"Delta",0,158,2020-10-29,18564,0
"Delta",0,55,2020-11-05,18571,0
"Delta",0,150,2020-11-12,18578,0
"Delta",0,97,2020-11-19,18585,0
"Delta",0,82,2020-11-26,18592,0
"Delta",0,66,2020-12-03,18599,0
"Delta",0,104,2020-12-10,18606,0
"Delta",0,239,2020-12-17,18613,0
"Delta",0,60,2020-12-24,18620,0
"Delta",0,181,2020-12-31,18627,0
"Delta",0,288,2021-01-07,18634,0
"Delta",2,488,2021-01-14,18641,0.00409836065573771
"Delta",0,872,2021-01-21,18648,0
"Delta",1,881,2021-01-28,18655,0.00113507377979569
"Delta",0,947,2021-02-04,18662,0
"Delta",0,762,2021-02-11,18669,0
"Delta",0,1030,2021-02-18,18676,0
"Delta",0,1169,2021-02-25,18683,0
"Delta",0,1050,2021-03-04,18690,0
"Delta",0,1416,2021-03-11,18697,0
"Delta",0,1503,2021-03-18,18704,0
"Delta",0,1699,2021-03-25,18711,0
"Delta",0,1591,2021-04-01,18718,0
"Delta",2,1289,2021-04-08,18725,0.00155159038013964
"Delta",0,1299,2021-04-15,18732,0
"Delta",10,1292,2021-04-22,18739,0.00773993808049536
"Delta",24,1309,2021-04-29,18746,0.0183346065699007
"Delta",19,1427,2021-05-06,18753,0.0133146461107218
"Delta",20,1431,2021-05-13,18760,0.0139762403913347
"Delta",74,1357,2021-05-20,18767,0.0545320560058954
"Delta",55,979,2021-05-27,18774,0.0561797752808989
"Delta",59,879,2021-06-03,18781,0.0671217292377702
"Delta",92,608,2021-06-10,18788,0.151315789473684
"Delta",101,448,2021-06-17,18795,0.225446428571429
"Delta",84,227,2021-06-24,18802,0.370044052863436
"Delta",203,275,2021-07-01,18809,0.738181818181818
"Delta",661,809,2021-07-08,18816,0.817058096415328
"Delta",1026,1150,2021-07-15,18823,0.892173913043478
"Delta",1227,1325,2021-07-22,18830,0.926037735849057
"Delta",1534,1638,2021-07-29,18837,0.936507936507937
"Delta",2170,2332,2021-08-05,18844,0.930531732418525
"Delta",2119,2278,2021-08-12,18851,0.930201931518876
"Delta",2083,2268,2021-08-19,18858,0.918430335097002
"Delta",1977,2205,2021-08-26,18865,0.896598639455782
"Delta",2053,2297,2021-09-02,18872,0.893774488463213
"Delta",1480,1614,2021-09-09,18879,0.916976456009913
"Delta",1384,1499,2021-09-16,18886,0.923282188125417
"Delta",1324,1419,2021-09-23,18893,0.933051444679352
"Delta",1426,1508,2021-09-30,18900,0.945623342175066
"Delta",1499,1583,2021-10-07,18907,0.946936197094125
"Delta",1694,1770,2021-10-14,18914,0.957062146892655
"Delta",2072,2144,2021-10-21,18921,0.966417910447761
"Delta",1735,1787,2021-10-28,18928,0.970900951315053
"Delta",1365,1403,2021-11-04,18935,0.972915181753386
"Delta",1782,1834,2021-11-11,18942,0.97164667393675
"Delta",2117,2184,2021-11-18,18949,0.969322344322344
"Delta",1574,1636,2021-11-25,18956,0.962102689486553
"Delta",1637,1764,2021-12-02,18963,0.928004535147392
"Delta",2008,2366,2021-12-09,18970,0.848689771766695
"Delta",1281,1949,2021-12-16,18977,0.657260133401744
"Delta",697,1382,2021-12-23,18984,0.504341534008683
"Delta",421,1895,2021-12-30,18991,0.222163588390501
"Delta",178,2195,2022-01-06,18998,0.0810933940774487
"Delta",63,2312,2022-01-13,19005,0.0272491349480969
"Delta",21,2285,2022-01-20,19012,0.00919037199124726
"Delta",17,2161,2022-01-27,19019,0.00786672836649699
"Delta",9,2197,2022-02-03,19026,0.00409649522075558
"Delta",4,1851,2022-02-10,19033,0.00216099405726634
"Delta",2,1679,2022-02-17,19040,0.00119118522930316
"Delta",3,1544,2022-02-24,19047,0.00194300518134715
"Delta",1,1394,2022-03-03,19054,0.000717360114777618
"Delta",4,1671,2022-03-10,19061,0.00239377618192699
"Delta",2,1493,2022-03-17,19068,0.00133958472873409
"Delta",0,1416,2022-03-24,19075,0
"Delta",0,1742,2022-03-31,19082,0
"Delta",1,1320,2022-04-07,19089,0.000757575757575758
"Delta",0,1463,2022-04-14,19096,0
"Delta",0,1152,2022-04-21,19103,0
"Delta",0,1137,2022-04-28,19110,0
"Delta",0,839,2022-05-05,19117,0
"Delta",0,95,2022-05-12,19124,0
"Omicron (BA.1)",0,2,2020-02-06,18298,0
"Omicron (BA.1)",0,1,2020-02-13,18305,0
"Omicron (BA.1)",0,7,2020-02-27,18319,0
"Omicron (BA.1)",0,104,2020-03-05,18326,0
"Omicron (BA.1)",0,54,2020-03-12,18333,0
"Omicron (BA.1)",0,113,2020-03-19,18340,0
"Omicron (BA.1)",0,279,2020-03-26,18347,0
"Omicron (BA.1)",0,185,2020-04-02,18354,0
"Omicron (BA.1)",0,186,2020-04-09,18361,0
"Omicron (BA.1)",0,119,2020-04-16,18368,0
"Omicron (BA.1)",0,39,2020-04-23,18375,0
"Omicron (BA.1)",0,66,2020-04-30,18382,0
"Omicron (BA.1)",0,60,2020-05-07,18389,0
"Omicron (BA.1)",0,44,2020-05-14,18396,0
"Omicron (BA.1)",0,21,2020-05-21,18403,0
"Omicron (BA.1)",0,6,2020-05-28,18410,0
"Omicron (BA.1)",0,8,2020-06-04,18417,0
"Omicron (BA.1)",0,7,2020-06-11,18424,0
"Omicron (BA.1)",0,31,2020-06-18,18431,0
"Omicron (BA.1)",0,11,2020-06-25,18438,0
"Omicron (BA.1)",0,28,2020-07-02,18445,0
"Omicron (BA.1)",0,19,2020-07-09,18452,0
"Omicron (BA.1)",0,20,2020-07-16,18459,0
"Omicron (BA.1)",0,65,2020-07-23,18466,0
"Omicron (BA.1)",0,82,2020-07-30,18473,0
"Omicron (BA.1)",0,97,2020-08-06,18480,0
"Omicron (BA.1)",0,33,2020-08-13,18487,0
"Omicron (BA.1)",0,29,2020-08-20,18494,0
"Omicron (BA.1)",0,25,2020-08-27,18501,0
"Omicron (BA.1)",0,34,2020-09-03,18508,0
"Omicron (BA.1)",0,54,2020-09-10,18515,0
"Omicron (BA.1)",0,145,2020-09-17,18522,0
"Omicron (BA.1)",0,101,2020-09-24,18529,0
"Omicron (BA.1)",0,18,2020-10-01,18536,0
"Omicron (BA.1)",0,112,2020-10-08,18543,0
"Omicron (BA.1)",0,103,2020-10-15,18550,0
"Omicron (BA.1)",0,246,2020-10-22,18557,0
"Omicron (BA.1)",0,158,2020-10-29,18564,0
"Omicron (BA.1)",0,55,2020-11-05,18571,0
"Omicron (BA.1)",0,150,2020-11-12,18578,0
"Omicron (BA.1)",0,97,2020-11-19,18585,0
"Omicron (BA.1)",0,82,2020-11-26,18592,0
"Omicron (BA.1)",0,66,2020-12-03,18599,0
"Omicron (BA.1)",0,104,2020-12-10,18606,0
"Omicron (BA.1)",0,239,2020-12-17,18613,0
"Omicron (BA.1)",0,60,2020-12-24,18620,0
"Omicron (BA.1)",0,181,2020-12-31,18627,0
"Omicron (BA.1)",1,288,2021-01-07,18634,0.00347222222222222
"Omicron (BA.1)",0,488,2021-01-14,18641,0
"Omicron (BA.1)",0,872,2021-01-21,18648,0
"Omicron (BA.1)",1,881,2021-01-28,18655,0.00113507377979569
"Omicron (BA.1)",0,947,2021-02-04,18662,0
"Omicron (BA.1)",0,762,2021-02-11,18669,0
"Omicron (BA.1)",0,1030,2021-02-18,18676,0
"Omicron (BA.1)",0,1169,2021-02-25,18683,0
"Omicron (BA.1)",0,1050,2021-03-04,18690,0
"Omicron (BA.1)",0,1416,2021-03-11,18697,0
"Omicron (BA.1)",0,1503,2021-03-18,18704,0
"Omicron (BA.1)",0,1699,2021-03-25,18711,0
"Omicron (BA.1)",0,1591,2021-04-01,18718,0
"Omicron (BA.1)",0,1289,2021-04-08,18725,0
"Omicron (BA.1)",0,1299,2021-04-15,18732,0
"Omicron (BA.1)",0,1292,2021-04-22,18739,0
"Omicron (BA.1)",0,1309,2021-04-29,18746,0
"Omicron (BA.1)",0,1427,2021-05-06,18753,0
"Omicron (BA.1)",0,1431,2021-05-13,18760,0
"Omicron (BA.1)",0,1357,2021-05-20,18767,0
"Omicron (BA.1)",0,979,2021-05-27,18774,0
"Omicron (BA.1)",0,879,2021-06-03,18781,0
"Omicron (BA.1)",0,608,2021-06-10,18788,0
"Omicron (BA.1)",0,448,2021-06-17,18795,0
"Omicron (BA.1)",0,227,2021-06-24,18802,0
"Omicron (BA.1)",0,275,2021-07-01,18809,0
"Omicron (BA.1)",0,809,2021-07-08,18816,0
"Omicron (BA.1)",0,1150,2021-07-15,18823,0
"Omicron (BA.1)",0,1325,2021-07-22,18830,0
"Omicron (BA.1)",0,1638,2021-07-29,18837,0
"Omicron (BA.1)",0,2332,2021-08-05,18844,0
"Omicron (BA.1)",0,2278,2021-08-12,18851,0
"Omicron (BA.1)",0,2268,2021-08-19,18858,0
"Omicron (BA.1)",0,2205,2021-08-26,18865,0
"Omicron (BA.1)",0,2297,2021-09-02,18872,0
"Omicron (BA.1)",0,1614,2021-09-09,18879,0
"Omicron (BA.1)",0,1499,2021-09-16,18886,0
"Omicron (BA.1)",0,1419,2021-09-23,18893,0
"Omicron (BA.1)",0,1508,2021-09-30,18900,0
"Omicron (BA.1)",0,1583,2021-10-07,18907,0
"Omicron (BA.1)",0,1770,2021-10-14,18914,0
"Omicron (BA.1)",0,2144,2021-10-21,18921,0
